Moderate Positive Skew,Highly Positive Skew,Moderate Negative Skew,Highly Negative Skew
4.107780501,4.317192351,7.872744686,7.666820003
4.107786527,4.317517671,7.872459072,7.666725624
4.108604119,4.318235658,7.87236671,7.666525149
4.109288776,4.318658258,7.87167836,7.665666179
4.111061501,4.319328995,7.87145906,7.665384292
4.11110614,4.319456481,7.871353826,7.665137937
4.113288062,4.320068341,7.871213999,7.664989095
4.116849722,4.320094947,7.870677026,7.663599633
4.117627734,4.320488288,7.87047448,7.662919748
4.118733274,4.320938105,7.870027709,7.662280345
4.119486324,4.321515955,7.86999909,7.662259734
4.120418914,4.321544804,7.868959751,7.662240741
4.120640104,4.321710878,7.868023169,7.661810745
4.123277233,4.322115316,7.867391913,7.661767841
4.12387756,4.322517844,7.86728171,7.661053902
4.12409639,4.322658438,7.866683501,7.660901065
4.124427738,4.323433794,7.866003318,7.660749975
4.124645889,4.323660253,7.865958596,7.660311336
4.124842694,4.324190262,7.865202698,7.659436743
4.125181376,4.326281184,7.864117162,7.659396914
4.125876328,4.32662699,7.863950818,7.659354247
4.125996257,4.327042772,7.862760004,7.659294354
4.126620376,4.327188253,7.861078199,7.659136038
4.126843911,4.327978093,7.860943762,7.657925223
4.126989042,4.328644771,7.860696607,7.657471456
4.127153075,4.328759044,7.859985575,7.657054578
4.127606448,4.328763975,7.859817612,7.657026477
4.128064278,4.329683715,7.85961703,7.656801945
4.128125961,4.33071514,7.857560434,7.656376487
4.12829767,4.33129027,7.857161831,7.655447167
4.12933909,4.332058627,7.857152068,7.655209839
4.129519865,4.333551615,7.856905251,7.653982999
4.130835383,4.334231025,7.856692553,7.65376048
4.131118597,4.334923042,7.855679258,7.653445278
4.131234288,4.335283664,7.855396969,7.653390048
4.132308014,4.335720929,7.855140887,7.652425319
4.132916269,4.33629696,7.854615473,7.652257254
4.133571121,4.336550607,7.854143647,7.651884299
4.133610771,4.336616139,7.85399446,7.651768062
4.134032627,4.336646618,7.85305464,7.650886201
4.134107082,4.336712951,7.852615565,7.650404316
4.135000167,4.337488119,7.852310124,7.648428965
4.137596849,4.337527797,7.852201649,7.648300615
4.137631179,4.337561714,7.852020078,7.647695037
4.137710013,4.338218622,7.851263481,7.647580897
4.140088811,4.338287527,7.851149295,7.647415405
4.141994388,4.338614957,7.850897568,7.647256899
4.142435145,4.339140909,7.849757867,7.647243685
4.144807345,4.339298171,7.849431845,7.64709431
4.145625201,4.33959158,7.849194183,7.646004312
4.146860286,4.340373404,7.849049703,7.645755128
4.147408173,4.34037734,7.848712241,7.645467614
4.148570216,4.341166966,7.846687194,7.645428287
4.148728613,4.341599584,7.846680642,7.644681541
4.149578108,4.34172888,7.846207697,7.643774737
4.149767913,4.342155683,7.846187675,7.643668822
4.150568403,4.342527985,7.846074521,7.642214644
4.150616555,4.342826421,7.845982171,7.641599187
4.151014555,4.34330048,7.845907424,7.6413219
4.151222358,4.343355247,7.845681148,7.640831203
4.151618238,4.344018233,7.845304522,7.640212982
4.152711602,4.344450911,7.84366545,7.639967391
4.153208601,4.344638556,7.843420652,7.639747001
4.155636986,4.344897755,7.843337785,7.639303245
4.155720711,4.345101818,7.843035766,7.639012523
4.155808042,4.345260044,7.842928796,7.638917476
4.157221561,4.345724303,7.841473246,7.63880845
4.158238806,4.346761888,7.841379717,7.638681683
4.160184309,4.347019072,7.840443575,7.638528718
4.160234525,4.347132273,7.840153682,7.638427398
4.16086046,4.347155912,7.839390205,7.638052012
4.161003172,4.347479439,7.839027759,7.637822645
4.161240445,4.348371409,7.838438184,7.637746092
4.161283922,4.348521826,7.837563522,7.637352266
4.161294557,4.348807993,7.837472719,7.63722306
4.161416022,4.348953329,7.836649395,7.635852969
4.162298836,4.349360838,7.835092538,7.635174174
4.162364207,4.35149175,7.834765874,7.634919949
4.162565016,4.351588094,7.834160078,7.634469223
4.163657706,4.352809452,7.833819291,7.634240799
4.164044534,4.353793453,7.833630481,7.632690441
4.164096958,4.354125457,7.833011395,7.63262841
4.164980087,4.354285256,7.832874896,7.63254179
4.165421185,4.354376031,7.831433786,7.632356809
4.166208349,4.354649439,7.831410138,7.632313113
4.166568505,4.355067737,7.831202033,7.63230937
4.166940856,4.355163526,7.831148556,7.632009956
4.16715441,4.356070627,7.831021636,7.630876205
4.167345617,4.356102837,7.830776555,7.630512281
4.167754879,4.35618632,7.829795021,7.630512027
4.167911067,4.356555454,7.829544692,7.630305135
4.170284634,4.356653234,7.829142925,7.629760726
4.170568526,4.356744314,7.829135135,7.629419028
4.171351505,4.357112331,7.828277193,7.629215686
4.172919278,4.357305986,7.827043604,7.628209417
4.173008128,4.357393632,7.826024021,7.627946436
4.173193118,4.357705091,7.825938489,7.627801195
4.173295872,4.358619268,7.825191173,7.627754956
4.173674867,4.358683865,7.825188717,7.62725931
4.175070146,4.358776004,7.824422634,7.626897675
4.175080205,4.360511075,7.824024281,7.626808134
4.175739516,4.360740713,7.823088961,7.626731592
4.175834924,4.361188142,7.82289944,7.626650917
4.175870356,4.361766586,7.82232006,7.626159674
4.176396078,4.362049448,7.821971765,7.625917899
4.176717024,4.362085478,7.821575378,7.625799796
4.177163537,4.36226467,7.821503871,7.624721419
4.177303165,4.362324109,7.821359427,7.624606227
4.177539178,4.362387054,7.820826171,7.624350499
4.177659677,4.362427988,7.819067134,7.623777259
4.17809094,4.362918686,7.81704573,7.623566147
4.178512369,4.363628708,7.816238326,7.622684126
4.180223102,4.36364147,7.816058835,7.622508832
4.180752544,4.363764645,7.815916646,7.622325154
4.180841265,4.364068661,7.815869881,7.621830088
4.181140762,4.364451014,7.814785689,7.621656523
4.182845968,4.364552875,7.814649829,7.621124353
4.18471822,4.36534295,7.81359531,7.621047903
4.185265689,4.36551389,7.813557046,7.619452347
4.18576226,4.365540714,7.813284758,7.619189336
4.185790663,4.365745233,7.813027567,7.617437529
4.186058684,4.365781089,7.812928505,7.617386647
4.186252334,4.366153545,7.811998781,7.616663868
4.186502151,4.366344737,7.811878146,7.616649314
4.187762473,4.366401563,7.811109461,7.616459129
4.187894402,4.366913906,7.807862483,7.616282084
4.187944877,4.36720699,7.806621639,7.614605733
4.189492143,4.367433032,7.806433185,7.614561638
4.189585194,4.367835201,7.806341572,7.614479505
4.190156223,4.367896588,7.804438361,7.614449398
4.190506295,4.368559237,7.804313634,7.61370979
4.191058977,4.369061747,7.804307264,7.613608051
4.193710961,4.371896997,7.804022959,7.61304189
4.195602861,4.372157136,7.803223291,7.612574587
4.195801048,4.37226236,7.802072252,7.61101055
4.195942287,4.372766933,7.801598824,7.61072946
4.196360573,4.373720942,7.801563364,7.610470622
4.196601852,4.373943657,7.801131813,7.609782431
4.197434686,4.374199112,7.801111365,7.609173592
4.197855353,4.375236768,7.801065756,7.609103508
4.197887441,4.375924545,7.800128167,7.609092833
4.199691195,4.3759378,7.799528441,7.607536686
4.200123913,4.375969264,7.79947373,7.60715706
4.200348341,4.376382377,7.798930928,7.607011382
4.200690193,4.376728501,7.798639081,7.606817706
4.200830314,4.376818183,7.796575772,7.606588687
4.201016281,4.377342169,7.795882107,7.6064428
4.201047602,4.377621719,7.795188132,7.605686063
4.201534625,4.377962934,7.795125179,7.605122198
4.202832993,4.378324014,7.79490546,7.604837741
4.202940623,4.378743845,7.79440672,7.604404856
4.202942977,4.378804733,7.793493226,7.604254723
4.203679098,4.379181429,7.791830455,7.60391481
4.204984889,4.379797373,7.791457967,7.603611512
4.205554139,4.379980838,7.790135893,7.603011118
4.20569911,4.379988602,7.78989061,7.602181461
4.205979005,4.380375525,7.789826467,7.601897865
4.206421146,4.380640297,7.789053353,7.600190185
4.206452724,4.382715745,7.788673383,7.59936353
4.209307776,4.38277869,7.788551565,7.599114235
4.209687672,4.383042243,7.788502371,7.59910282
4.211289933,4.38333626,7.787883592,7.598584489
4.211648981,4.383428225,7.787749654,7.598438996
4.211735869,4.385412567,7.787659483,7.598255947
4.212220392,4.386045646,7.78752873,7.59822442
4.214330591,4.386396053,7.787236154,7.59782779
4.214516445,4.386489038,7.787165326,7.597525324
4.21581013,4.387079936,7.78609318,7.597238406
4.216555392,4.387106388,7.786080205,7.597177823
4.217082642,4.387429186,7.785413333,7.596895924
4.217087389,4.388281767,7.785050308,7.596784108
4.217818176,4.388297712,7.782414695,7.595543561
4.218309192,4.388871501,7.782112645,7.594733215
4.219052038,4.389464236,7.781177853,7.594046821
4.219469723,4.390243571,7.781141241,7.593935586
4.219477187,4.390619198,7.780527352,7.593857045
4.219759755,4.39087765,7.778511708,7.59378392
4.220253596,4.390942925,7.777705719,7.593729846
4.220396075,4.391045474,7.777581178,7.593595275
4.221196962,4.391173003,7.777554489,7.59347228
4.221268264,4.391820209,7.777509371,7.593262059
4.222753538,4.392046826,7.777373,7.592934172
4.223793666,4.392190495,7.777344675,7.592134505
4.22387179,4.392514921,7.777264204,7.591481264
4.224702065,4.39277748,7.777057904,7.591420962
4.225030413,4.392854075,7.776403315,7.591164811
4.22526868,4.392896527,7.775781129,7.590833464
4.225730258,4.392945517,7.774336643,7.590592568
4.2258398,4.393058648,7.7742909,7.590471184
4.226947857,4.393123331,7.773863307,7.58961496
4.227507035,4.393179351,7.773479455,7.589288234
4.227920992,4.393506486,7.773447071,7.588827706
4.228111549,4.393967415,7.773421044,7.588555589
4.228194594,4.393984287,7.773061739,7.588070725
4.228450161,4.39404664,7.772751263,7.588068025
4.228698346,4.394565738,7.77244668,7.587882962
4.228891013,4.394587168,7.772274249,7.587783917
4.229113459,4.394863965,7.771533147,7.587008753
4.229324044,4.395251631,7.771527751,7.586694091
4.230462996,4.395386415,7.770666882,7.586239479
4.23067291,4.395676437,7.770138878,7.586142619
4.232734064,4.395879167,7.769993286,7.584519806
4.233280539,4.396310149,7.769778164,7.583853477
4.233911245,4.397398105,7.768234742,7.58370112
4.235479871,4.397405572,7.767933771,7.583588831
4.236304762,4.397795761,7.767882119,7.582929157
4.238565881,4.397946598,7.76745349,7.582601537
4.239385165,4.398853712,7.766677378,7.582358245
4.241663726,4.399575174,7.766600273,7.582284541
4.241929718,4.399710623,7.765937417,7.581674911
4.243656806,4.400152028,7.764405172,7.581044428
4.244616647,4.400505419,7.763833781,7.580953062
4.245014491,4.401534204,7.763803025,7.58021891
4.247001801,4.401822945,7.762846251,7.579975809
4.247604551,4.402199769,7.762563552,7.579850062
4.247714181,4.402435011,7.761525046,7.579487292
4.248674049,4.402855683,7.761298417,7.578448811
4.248899967,4.403006724,7.76118891,7.577779394
4.250692012,4.403783835,7.761096907,7.577679565
4.251291212,4.404203629,7.759496078,7.577615815
4.252560577,4.404685436,7.759436202,7.57756355
4.252951469,4.405530743,7.758871556,7.577387163
4.253480361,4.40671219,7.758659128,7.577374576
4.253859617,4.406827495,7.756879327,7.577180384
4.253986782,4.406976495,7.756843275,7.576372638
4.25421985,4.407726557,7.756800862,7.575847647
4.254275482,4.408435474,7.755480352,7.575728602
4.254629478,4.408545929,7.755446705,7.575727977
4.255881758,4.409928041,7.754239122,7.575636987
4.255987962,4.410270191,7.754064764,7.575589457
4.256026797,4.4106245,7.752814398,7.57538663
4.256275242,4.410792404,7.751386976,7.575165904
4.25741174,4.411365887,7.751175796,7.574531201
4.257832963,4.411517336,7.750279173,7.574394525
4.258177193,4.41155543,7.750092084,7.574237422
4.25827059,4.41195072,7.74915284,7.573937563
4.259789468,4.413014503,7.749143786,7.573559673
4.260111551,4.413951757,7.748116063,7.572698449
4.260514804,4.414004444,7.748030192,7.571825368
4.26072711,4.414422193,7.74799805,7.571259982
4.260767202,4.414691146,7.746695567,7.571232616
4.260903474,4.415548092,7.746381248,7.570804265
4.26099323,4.416387866,7.746156903,7.570640891
4.26245411,4.417098905,7.743702489,7.570470386
4.26249818,4.417231187,7.743572122,7.570422753
4.263584105,4.417788987,7.743134684,7.570028089
4.263670776,4.418001247,7.742615607,7.568912128
4.263716408,4.418980788,7.742601239,7.567069466
4.263723811,4.419035232,7.742278759,7.566285619
4.263851743,4.419045748,7.742079366,7.566191881
4.264220308,4.419377414,7.741467025,7.56612299
4.26760398,4.419562119,7.741365957,7.565848208
4.267754154,4.419994667,7.741355023,7.565545115
4.268249181,4.42014699,7.741161702,7.565273304
4.268634611,4.420760321,7.739819283,7.564948296
4.268667949,4.421223981,7.739166558,7.564883752
4.269587481,4.42152498,7.739045738,7.564721025
4.269772847,4.42163478,7.738936266,7.563260043
4.270058845,4.421717028,7.738116946,7.563103946
4.270537699,4.422147344,7.736958232,7.562642986
4.272672673,4.422350067,7.736841467,7.562362116
4.273694608,4.422583935,7.736741192,7.562002757
4.274124918,4.423018514,7.736501423,7.561923129
4.274210697,4.423078545,7.735431782,7.561346092
4.274453135,4.423950903,7.73515879,7.560642213
4.274530696,4.424402986,7.733039266,7.55881595
4.274931647,4.425026028,7.732330193,7.557963698
4.275041607,4.425226325,7.731992998,7.557632113
4.275100372,4.425480493,7.731762123,7.556359144
4.275221191,4.425505984,7.730440855,7.556209992
4.27556325,4.425973163,7.729716537,7.556196801
4.275730041,4.426028106,7.729348574,7.555700688
4.27663893,4.426198246,7.728114626,7.555138005
4.276859114,4.426685132,7.727954889,7.555121658
4.277841456,4.426840031,7.726684379,7.554247131
4.278886134,4.427367773,7.72667676,7.554164016
4.28041096,4.427544914,7.726337351,7.554027735
4.281280764,4.429715992,7.726165474,7.553521924
4.281419427,4.430213277,7.725601355,7.552760069
4.282558263,4.430610355,7.725458735,7.552383642
4.28266654,4.43084711,7.724807592,7.552008891
4.282787155,4.430923658,7.724780199,7.551761506
4.282967851,4.431065065,7.724378112,7.551694425
4.283336207,4.431272858,7.723854029,7.551601633
4.283489943,4.432121647,7.72169938,7.55067314
4.28437108,4.432126923,7.721235326,7.549912735
4.285250516,4.432383085,7.721104183,7.549629386
4.286251787,4.433553087,7.720742918,7.548433671
4.286332706,4.433588914,7.720653734,7.548053604
4.287158533,4.433820507,7.720127575,7.548025402
4.287763388,4.434152695,7.720094457,7.547934718
4.287838308,4.4341784,7.719975117,7.547916404
4.287882819,4.434239572,7.719422579,7.547890773
4.28873964,4.434275074,7.719095311,7.547764825
4.289603605,4.435255057,7.7187984,7.547574839
4.289967115,4.435344089,7.718255651,7.547528071
4.290984735,4.435606886,7.718045355,7.547430825
4.292356071,4.435615085,7.717926327,7.547391048
4.292981388,4.436099474,7.717198245,7.546933228
4.293466654,4.436308858,7.715720359,7.546874613
4.293518346,4.437203576,7.715528413,7.546467703
4.294338468,4.438684088,7.714415277,7.545220208
4.295198664,4.438886011,7.71307474,7.5452187
4.295487614,4.438952598,7.712682547,7.54510664
4.296412557,4.439176221,7.711450174,7.544980822
4.296629609,4.439338095,7.709715205,7.544427873
4.297996478,4.439502759,7.709489507,7.544017178
4.298603395,4.439587572,7.709258237,7.543170658
4.29890824,4.439802859,7.708927184,7.542969965
4.299054614,4.440995834,7.708467364,7.542318661
4.299494383,4.441187807,7.707881486,7.541905877
4.299590508,4.441221812,7.705763759,7.541889908
4.300329122,4.44147387,7.705087562,7.541663631
4.300581776,4.441575895,7.704599555,7.541286468
4.300783729,4.442113032,7.704236078,7.541079824
4.302004103,4.442665811,7.703437138,7.540449436
4.302863139,4.443148157,7.702466761,7.540418594
4.303146046,4.444160953,7.701175723,7.540144405
4.304070273,4.44454622,7.699119955,7.539623703
4.304292375,4.444675416,7.698808387,7.539543915
4.304783139,4.446111971,7.698206957,7.539526892
4.304891221,4.446125574,7.697391048,7.53917739
4.304900093,4.447232418,7.696676317,7.538051666
4.306593834,4.447434066,7.696498555,7.53791116
4.307460178,4.448166413,7.695603172,7.536984795
4.307568468,4.44893581,7.695429893,7.536865212
4.307899171,4.44974232,7.69518686,7.535941584
4.30814776,4.449758192,7.694092413,7.535656028
4.308483236,4.449982017,7.694062595,7.535071287
4.310359158,4.450291006,7.693473071,7.534908431
4.310477211,4.450965428,7.693389848,7.534894915
4.310768849,4.451452855,7.692899191,7.534286244
4.310886355,4.451999791,7.692603572,7.533373456
4.31129097,4.452084737,7.691484503,7.533210796
4.311452623,4.453935443,7.691085386,7.532964452
4.312718909,4.454126024,7.690887796,7.532738629
4.314026102,4.454274482,7.690734594,7.53257117
4.315135864,4.454371071,7.690251792,7.53201634
4.317378996,4.454452153,7.690162888,7.530927311
4.31788294,4.454521787,7.690111256,7.530870178
4.318000701,4.454730212,7.690072206,7.530858154
4.318325702,4.455545646,7.689182231,7.530686697
4.318413535,4.456143951,7.688663321,7.530429211
4.319447136,4.456492937,7.688124048,7.530281194
4.320939767,4.456922205,7.686027242,7.529806445
4.321018531,4.457431321,7.685139478,7.529362646
4.322146312,4.458486127,7.685130939,7.529344633
4.323101101,4.458527523,7.683568913,7.528742076
4.324199726,4.458585057,7.6834581,7.528205031
4.32428463,4.458890531,7.683299941,7.527983532
4.324807457,4.458935198,7.683003396,7.52695791
4.325094569,4.458946211,7.682983409,7.526738392
4.325356383,4.459686157,7.682295266,7.526563925
4.325614143,4.460973033,7.682116242,7.52630907
4.325636137,4.461276597,7.682071332,7.525317881
4.326540085,4.461778657,7.681800181,7.525245644
4.327127651,4.461870646,7.681750496,7.525029692
4.327525105,4.461877141,7.681704568,7.524728545
4.32771746,4.461924667,7.680998991,7.52468219
4.328136465,4.462142844,7.679816751,7.523587712
4.328191784,4.462314806,7.67882703,7.522968246
4.328195669,4.46248463,7.678140747,7.522825892
4.32918342,4.462575772,7.677974947,7.521814621
4.329204308,4.463659856,7.677573654,7.520635502
4.329412429,4.463971981,7.676836928,7.520451313
4.330106764,4.464287229,7.675321958,7.519532774
4.330359635,4.46472282,7.675169349,7.519509334
4.331118469,4.465778898,7.674978037,7.519274652
4.331543852,4.466369595,7.674212717,7.519171836
4.331607862,4.466721631,7.674004943,7.519168414
4.332021037,4.466887971,7.673542361,7.518999051
4.332161363,4.467230184,7.673165335,7.518975887
4.332356455,4.467232177,7.673062889,7.517066633
4.332714045,4.467426246,7.672660753,7.51690707
4.33278136,4.467798109,7.672172708,7.516888487
4.33288139,4.468022388,7.671268176,7.516859932
4.334596916,4.468287937,7.671093552,7.51659953
4.334820793,4.469092446,7.670900152,7.51600232
4.335638157,4.469138691,7.670154172,7.5154532
4.336365959,4.470200292,7.669991352,7.514247845
4.336574695,4.470315173,7.669642869,7.514231232
4.336800998,4.47181168,7.669503388,7.514143208
4.337201624,4.471834557,7.669074508,7.514056128
4.337654677,4.473239857,7.667930237,7.513872846
4.33816294,4.47400319,7.667614828,7.512615023
4.338368328,4.474112039,7.665445589,7.511990413
4.33893964,4.47456512,7.665344875,7.511756642
4.33898163,4.474585461,7.664897045,7.511685113
4.339265035,4.475542131,7.663858738,7.511553254
4.339665086,4.476218168,7.663320265,7.51153032
4.34047715,4.476414787,7.663245228,7.510881273
4.340692733,4.477009725,7.663001758,7.509845359
4.340782035,4.477220607,7.66135831,7.509209538
4.340944409,4.477660072,7.661019444,7.508843509
4.341105204,4.477888368,7.66083773,7.508802087
4.341709808,4.47789356,7.660394873,7.508727409
4.342630308,4.478016989,7.660338418,7.508528311
4.342908633,4.478394412,7.65983283,7.508363435
4.343729709,4.478522638,7.659432477,7.507572558
4.343885656,4.478526953,7.658320742,7.507383994
4.344169784,4.478800823,7.657905214,7.507251146
4.344220377,4.478819933,7.656758025,7.507216433
4.345284555,4.479029597,7.656461967,7.507200098
4.345446608,4.479308862,7.655193266,7.506957738
4.345508539,4.479786003,7.65476846,7.506461946
4.345665295,4.480037852,7.654194769,7.506438264
4.346646981,4.480973339,7.653815781,7.503932334
4.346879531,4.48236079,7.653779914,7.503622826
4.347713045,4.483046893,7.653412169,7.503580407
4.347908269,4.483068398,7.652972196,7.503042294
4.348079306,4.483211085,7.652210672,7.501833132
4.348989166,4.483618631,7.652178257,7.501517997
4.351290361,4.483631458,7.65156469,7.500841397
4.351554809,4.483972964,7.651526019,7.500085142
4.352351006,4.484220121,7.651020825,7.498973549
4.352490053,4.484351365,7.650934799,7.498557985
4.352841401,4.484438472,7.650661158,7.498261956
4.352875073,4.48491173,7.650555959,7.498219245
4.353142204,4.485337013,7.650516558,7.498175313
4.353698426,4.485594857,7.649832532,7.497488382
4.353866358,4.485760267,7.649492578,7.497452809
4.353920395,4.485874275,7.649002621,7.497328133
4.354034887,4.485891628,7.648955925,7.497073594
4.354355081,4.4860353,7.647897844,7.496708709
4.355425574,4.486532479,7.647445219,7.496588098
4.35544827,4.486562417,7.647362236,7.496582338
4.355452977,4.4865728,7.646556824,7.496402044
4.356050791,4.486772555,7.645785273,7.496217361
4.356068618,4.487025728,7.645735918,7.495886426
4.356453819,4.487102703,7.64401609,7.494671458
4.356819973,4.487256252,7.642347227,7.494498369
4.357054573,4.488266526,7.642302729,7.494456386
4.357142245,4.488964524,7.64146664,7.494144211
4.35725646,4.489384073,7.641236409,7.494037208
4.357578153,4.489954604,7.641210903,7.493950507
4.35768505,4.490302626,7.64059236,7.493928505
4.359259847,4.491402676,7.640110226,7.493573
4.359439989,4.491423857,7.639663651,7.492880795
4.359674823,4.49198239,7.639647008,7.492555003
4.359990007,4.492272081,7.638723693,7.492267451
4.36068764,4.492404328,7.638427619,7.492042723
4.360778658,4.492928451,7.638305503,7.492038461
4.360970599,4.493117307,7.638101144,7.491814756
4.360979417,4.49320335,7.637875596,7.490019642
4.361227144,4.493700942,7.636935007,7.489511021
4.361952491,4.494477761,7.636877583,7.489402942
4.361999597,4.494481223,7.636423717,7.489370901
4.362980336,4.495358113,7.636330308,7.488415601
4.363261749,4.495904693,7.635819207,7.488241636
4.363569108,4.496027106,7.635741193,7.487981565
4.36391931,4.496123134,7.634937051,7.48717738
4.3639704,4.496337551,7.634680717,7.486335427
4.36446718,4.496976832,7.634479326,7.48620411
4.364668829,4.497332528,7.633352831,7.486203537
4.364969957,4.497718755,7.63330098,7.485928292
4.365520277,4.497845165,7.632689997,7.485776722
4.366196051,4.497979748,7.632228767,7.48565934
4.366339871,4.498450014,7.630363979,7.485280451
4.366974447,4.498730014,7.629027259,7.484765704
4.367685478,4.499171594,7.629003984,7.482091794
4.368764693,4.500178284,7.628606114,7.482047468
4.368881302,4.501081639,7.628422018,7.481693645
4.36935477,4.50183294,7.628317226,7.481585422
4.369631965,4.502000891,7.627314998,7.48149072
4.370132778,4.502085589,7.627294202,7.479473133
4.37026964,4.502534556,7.627236043,7.47946212
4.372859243,4.502619181,7.627022774,7.479436217
4.374111125,4.502701028,7.625202153,7.478680915
4.374402993,4.502703949,7.6250044,7.478512234
4.37464911,4.503070018,7.62472785,7.477123982
4.374807499,4.503175779,7.624291886,7.476424748
4.376163158,4.50329715,7.623727876,7.475897569
4.376272275,4.503771568,7.623630511,7.475450519
4.376508841,4.503844411,7.623614773,7.475429617
4.376558643,4.504324437,7.623467562,7.47528279
4.376829413,4.504932522,7.622641016,7.475282668
4.377700239,4.505095675,7.622560064,7.475251409
4.377701592,4.505200472,7.621858389,7.47511553
4.378929644,4.505499687,7.621416727,7.475107691
4.379208084,4.505629276,7.62134351,7.474346132
4.379689685,4.50595239,7.621340385,7.474211468
4.380130029,4.506747299,7.620684808,7.472806562
4.384683621,4.507823314,7.619807047,7.472490693
4.384780233,4.508404997,7.619732421,7.4713561
4.384832644,4.508746371,7.619151603,7.470807289
4.385187409,4.509347066,7.618956574,7.470137095
4.38526058,4.509530009,7.618846707,7.470057939
4.386927974,4.509847801,7.618710385,7.469992041
4.387148187,4.509877699,7.617850032,7.469443203
4.387312995,4.510552313,7.617810263,7.469351212
4.38738114,4.511799125,7.61734881,7.469188424
4.387926947,4.51240157,7.617312971,7.469046029
4.389302836,4.512753911,7.61699633,7.46882309
4.390046836,4.512800071,7.616822794,7.46869207
4.39008491,4.51326003,7.616588639,7.468528398
4.390309363,4.513327247,7.61570488,7.467918158
4.390326795,4.51396987,7.61470268,7.467851384
4.390480632,4.514235195,7.614115563,7.467335933
4.391777208,4.514651125,7.61303122,7.466489051
4.392120775,4.514772334,7.612017392,7.466166803
4.392549724,4.514826244,7.611736678,7.465658962
4.392555543,4.514893168,7.611433178,7.465321779
4.392576084,4.515069779,7.609635572,7.465278901
4.393142083,4.51517611,7.608629139,7.464576869
4.393189839,4.515268195,7.608372939,7.46417797
4.393550255,4.515441066,7.608172564,7.463070924
4.394962853,4.515979781,7.607504063,7.462856619
4.395865749,4.516108585,7.607292232,7.4626841
4.396875408,4.516361284,7.607291269,7.461791081
4.396901056,4.517292066,7.606759094,7.460704694
4.397159551,4.517306844,7.60658922,7.460497539
4.397355679,4.519152129,7.606494409,7.460197364
4.398358583,4.519235944,7.606005567,7.460136537
4.398892674,4.519429667,7.605799837,7.459848164
4.399487589,4.519442014,7.605164407,7.459746768
4.399587148,4.519753904,7.604488739,7.458971529
4.400060479,4.519913299,7.603809674,7.45876315
4.400508464,4.520365713,7.602130199,7.458645735
4.401330977,4.520451914,7.602057458,7.457875488
4.402201114,4.520893284,7.601909706,7.45773438
4.402978992,4.521081469,7.601570492,7.457340711
4.403855024,4.521116308,7.601215526,7.457192165
4.404206916,4.521377397,7.600476122,7.456498904
4.404275537,4.521571372,7.599931985,7.456270438
4.404901078,4.521610253,7.599867411,7.455855802
4.40491902,4.522070152,7.598000053,7.455645012
4.405357804,4.522791535,7.596954798,7.455110361
4.406392645,4.52315477,7.596102719,7.455057798
4.406787921,4.523615828,7.596092446,7.454216006
4.407274014,4.524294385,7.596032414,7.453594448
4.408806528,4.525243886,7.595765981,7.4533048
4.410246595,4.525321807,7.595647869,7.452367848
4.410395509,4.525419686,7.595636135,7.449781628
4.410506999,4.52597119,7.594537667,7.449277405
4.41089529,4.526808871,7.59368523,7.449014941
4.410967838,4.526959604,7.593604171,7.448757689
4.412153549,4.527313592,7.592876596,7.448464012
4.412571424,4.528063293,7.592860735,7.448232227
4.41361955,4.528551381,7.591787305,7.448174615
4.413903706,4.529082672,7.591154657,7.448160666
4.414351179,4.529412628,7.591092267,7.448042506
4.414396508,4.529743218,7.590795095,7.447973484
4.414641531,4.529814942,7.590678068,7.447290957
4.414752465,4.529956669,7.589866805,7.44693249
4.415468262,4.530897549,7.58934585,7.446456152
4.415694892,4.530952035,7.58569156,7.446102775
4.416094191,4.531825103,7.585428206,7.4456148
4.416230014,4.531830455,7.585235492,7.445510966
4.417735258,4.53204907,7.583583371,7.44530191
4.419248912,4.532083596,7.582661861,7.445188018
4.420162477,4.5321498,7.581076544,7.444891022
4.42094983,4.532388728,7.580598003,7.44489014
4.421868316,4.532584041,7.580511095,7.44484147
4.42229811,4.532834619,7.580389333,7.444551387
4.423049213,4.533022232,7.579967299,7.444133742
4.42431103,4.533342564,7.579727441,7.444091163
4.425916267,4.533610715,7.579690296,7.4439253
4.426136806,4.534077558,7.578798962,7.443541086
4.426578321,4.53448425,7.578780327,7.44346919
4.427769593,4.53528804,7.57848609,7.443445727
4.428016589,4.535415545,7.577369142,7.443203686
4.428428098,4.536405943,7.576427024,7.443179908
4.429157244,4.536739476,7.575961043,7.442928191
4.429276793,4.537328833,7.575525266,7.442772977
4.429319061,4.537783465,7.573715807,7.442115396
4.429578453,4.538304432,7.573160291,7.442095976
4.430454461,4.538658553,7.571661572,7.441975607
4.431175539,4.539119873,7.571635959,7.441681573
4.431322279,4.539497018,7.571094066,7.441430524
4.432299718,4.540191205,7.571009955,7.440952026
4.432849627,4.540971259,7.569752406,7.440575141
4.432979249,4.541236599,7.569023055,7.44055656
4.433378573,4.542258583,7.568794062,7.440209383
4.433553187,4.542693184,7.568309663,7.439418911
4.433844402,4.543250625,7.568253334,7.439201071
4.434418305,4.543419723,7.568231925,7.43909856
4.435767462,4.543752585,7.568105964,7.439043933
4.438090144,4.54423835,7.567891485,7.438888723
4.438235263,4.544454717,7.567829359,7.438853955
4.438858758,4.544509151,7.56769863,7.438171588
4.439453934,4.545379256,7.566450318,7.437919587
